seed,ablation_id,assignment_strategy,route_postprocess,enable_tw_repair,vehicle_scan_mode,objective,travel,tw_penalty,runtime_sec,feasible,selected_k,tw_violation_ratio,max_subproblem_size,subproblem_cap_ok,strategy_signature
0,q4:ffd:none:0:fixed:seed0,ffd,none,False,fixed,386477.0,197.0,385680.0,16.829421000002185,False,5,0.74,13,True,assign=ffd|route=none|tw_repair=False|scan=fixed|qubo_cap=15
1,q4:ffd:none:0:fixed:seed1,ffd,none,False,fixed,375030.0,190.0,374120.0,17.925347125012195,False,6,0.78,13,True,assign=ffd|route=none|tw_repair=False|scan=fixed|qubo_cap=15
2,q4:ffd:none:0:fixed:seed2,ffd,none,False,fixed,357833.0,193.0,357040.0,18.909752791019855,False,5,0.82,13,True,assign=ffd|route=none|tw_repair=False|scan=fixed|qubo_cap=15
3,q4:ffd:none:0:fixed:seed3,ffd,none,False,fixed,579068.0,218.0,578250.0,19.59468049998395,False,5,0.8,13,True,assign=ffd|route=none|tw_repair=False|scan=fixed|qubo_cap=15
4,q4:ffd:none:0:fixed:seed4,ffd,none,False,fixed,447789.0,199.0,446990.0,16.56304504099535,False,5,0.78,13,True,assign=ffd|route=none|tw_repair=False|scan=fixed|qubo_cap=15
0,q4:ffd:none:0:feasibility_filtered:seed0,ffd,none,False,feasibility_filtered,386477.0,197.0,385680.0,16.518329915998038,False,5,0.74,13,True,assign=ffd|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
1,q4:ffd:none:0:feasibility_filtered:seed1,ffd,none,False,feasibility_filtered,375030.0,190.0,374120.0,15.873244165995857,False,6,0.78,13,True,assign=ffd|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
2,q4:ffd:none:0:feasibility_filtered:seed2,ffd,none,False,feasibility_filtered,357833.0,193.0,357040.0,16.55775450001238,False,5,0.82,13,True,assign=ffd|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
3,q4:ffd:none:0:feasibility_filtered:seed3,ffd,none,False,feasibility_filtered,579068.0,218.0,578250.0,15.961229790991638,False,5,0.8,13,True,assign=ffd|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
4,q4:ffd:none:0:feasibility_filtered:seed4,ffd,none,False,feasibility_filtered,447789.0,199.0,446990.0,16.734298041992588,False,5,0.78,13,True,assign=ffd|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
0,q4:ffd:two_opt:1:fixed:seed0,ffd,two_opt,True,fixed,116506.0,136.0,115770.0,18.236096959008137,True,5,0.7,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:ffd:two_opt:1:fixed:seed1,ffd,two_opt,True,fixed,110435.0,135.0,109580.0,17.52135958400322,True,6,0.68,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:ffd:two_opt:1:fixed:seed2,ffd,two_opt,True,fixed,114013.0,133.0,112920.0,17.533755791024305,False,8,0.74,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
